,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
680,0,Working,Secondary / secondary special,Married,House / apartment,43.5,13.9,1,0,1,0,2.0,False,1,1,0
683,2,Working,Secondary / secondary special,Married,House / apartment,37.9,16.4,1,1,1,0,4.0,False,1,0,1
685,0,Working,Secondary / secondary special,Married,House / apartment,58.6,2.8,1,0,0,1,2.0,False,0,0,1
691,0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.5,13.9,1,1,0,0,2.0,False,0,0,1
696,0,Working,Secondary / secondary special,Married,House / apartment,60.3,28.0,1,1,1,0,2.0,False,1,1,1
698,0,Pensioner,Incomplete higher,Married,House / apartment,58.5,,1,0,1,0,2.0,False,0,1,1
701,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.1,,1,0,0,0,2.0,False,0,0,1
702,1,Working,Higher education,Single / not married,House / apartment,38.1,0.9,1,0,0,0,2.0,False,0,1,1
705,0,Working,Secondary / secondary special,Single / not married,House / apartment,30.2,11.8,1,1,1,0,1.0,False,1,0,1
708,1,Commercial associate,Higher education,Married,House / apartment,39.6,6.2,1,0,0,1,3.0,False,0,1,1
709,0,Pensioner,Higher education,Married,House / apartment,64.0,,1,0,0,0,2.0,False,0,0,1
710,0,Working,Higher education,Married,House / apartment,46.6,12.5,1,0,0,1,2.0,False,1,0,0
711,1,Working,Secondary / secondary special,Married,Municipal apartment,30.2,7.7,1,0,0,0,3.0,False,0,0,1
714,0,Working,Secondary / secondary special,Married,Municipal apartment,42.3,2.1,1,0,0,1,2.0,False,0,0,1
720,2,Commercial associate,Secondary / secondary special,Married,House / apartment,41.5,8.7,1,1,0,1,4.0,False,0,0,1
723,0,Working,Secondary / secondary special,Married,House / apartment,35.9,4.5,1,0,0,0,2.0,False,0,1,1
731,2,Working,Secondary / secondary special,Married,House / apartment,47.4,15.3,1,1,0,0,4.0,False,1,1,1
732,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.1,7.3,1,0,0,0,2.0,False,0,0,1
733,0,Pensioner,Higher education,Married,House / apartment,61.4,,1,0,0,0,2.0,False,0,1,1
734,0,Working,Higher education,Married,House / apartment,32.4,2.0,1,0,0,1,2.0,False,0,1,1
735,1,Working,Secondary / secondary special,Married,House / apartment,48.9,19.4,1,0,0,1,3.0,False,0,0,1
738,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.4,2.9,1,0,0,0,2.0,False,0,0,1
742,1,Working,Secondary / secondary special,Married,House / apartment,38.5,2.9,1,0,0,0,3.0,False,0,1,1
743,1,Commercial associate,Secondary / secondary special,Married,House / apartment,49.8,1.9,1,0,1,1,3.0,False,1,1,1
744,1,Commercial associate,Secondary / secondary special,Married,House / apartment,49.8,1.9,1,0,1,1,3.0,True,1,1,1
750,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.7,,1,0,1,0,2.0,False,0,0,1
753,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.1,,1,0,0,1,2.0,False,0,0,1
758,0,Working,Secondary / secondary special,Married,House / apartment,62.2,2.4,1,0,1,1,2.0,False,1,1,1
760,0,Pensioner,Higher education,Married,House / apartment,55.9,,1,0,0,0,2.0,False,0,1,1
762,0,Working,Secondary / secondary special,Widow,Rented apartment,61.0,2.3,1,0,0,1,1.0,False,0,0,0
763,0,Working,Secondary / secondary special,Widow,Rented apartment,61.0,2.3,1,0,0,1,1.0,True,0,0,0
764,2,Working,Secondary / secondary special,Civil marriage,House / apartment,34.9,1.4,1,0,0,1,4.0,False,0,1,1
766,0,Working,Secondary / secondary special,Single / not married,House / apartment,46.1,18.1,1,0,0,0,1.0,False,0,0,0
772,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.5,,1,0,0,0,2.0,False,0,0,0
773,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.7,7.0,1,0,0,0,3.0,False,0,1,1
781,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.4,3.8,1,0,0,0,2.0,False,1,1,1
784,0,Commercial associate,Higher education,Married,House / apartment,30.7,7.0,1,0,0,1,2.0,False,0,0,0
785,1,Commercial associate,Secondary / secondary special,Married,House / apartment,37.3,7.5,1,0,0,0,3.0,False,0,0,1
786,0,Working,Higher education,Married,House / apartment,49.9,9.6,1,0,0,1,2.0,False,1,1,1
788,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.4,5.0,1,0,0,0,1.0,False,1,1,1
789,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,,1,0,0,0,2.0,False,1,0,1
790,0,Commercial associate,Higher education,Single / not married,Rented apartment,30.5,10.6,1,1,0,0,1.0,False,0,0,1
791,0,Working,Secondary / secondary special,Married,House / apartment,55.0,0.6,1,0,0,0,2.0,False,0,0,1
800,0,Working,Secondary / secondary special,Married,House / apartment,29.4,5.7,1,0,0,1,2.0,False,0,1,1
810,0,Working,Secondary / secondary special,Married,House / apartment,32.9,0.4,1,0,1,1,2.0,False,0,1,1
814,2,State servant,Secondary / secondary special,Married,With parents,45.4,8.9,1,0,0,0,4.0,False,1,1,1
817,0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.5,2.8,1,0,0,1,2.0,False,0,0,1
818,1,Working,Academic degree,Civil marriage,House / apartment,47.9,20.7,1,0,1,0,3.0,False,0,0,1
819,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,55.6,,1,0,0,0,2.0,False,0,0,1
826,1,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,1,0,0,0,3.0,False,0,0,1
827,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.5,14.2,1,0,0,0,2.0,False,0,0,1
828,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,51.5,3.0,1,0,0,0,2.0,False,0,0,1
830,0,Working,Secondary / secondary special,Single / not married,House / apartment,34.6,14.5,1,0,0,0,1.0,False,1,0,1
831,1,Working,Secondary / secondary special,Married,House / apartment,46.8,0.7,1,0,0,0,3.0,False,1,1,1
833,1,Commercial associate,Higher education,Married,House / apartment,43.4,3.8,1,0,1,0,3.0,False,0,0,1
837,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.4,,1,0,1,0,1.0,False,0,0,1
838,1,Working,Secondary / secondary special,Married,House / apartment,55.4,22.0,1,0,1,0,3.0,False,0,0,1
840,0,Working,Higher education,Married,House / apartment,52.5,12.3,1,0,0,0,2.0,False,0,1,1
841,0,Pensioner,Lower secondary,Married,House / apartment,61.1,,1,0,1,0,2.0,False,0,0,1
847,1,Working,Higher education,Married,House / apartment,44.8,12.8,1,1,1,0,3.0,False,1,1,1
848,0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.5,,1,0,0,0,1.0,False,0,0,0
849,0,Working,Secondary / secondary special,Married,House / apartment,51.9,2.8,1,1,1,0,2.0,True,0,1,1
850,0,Working,Secondary / secondary special,Married,House / apartment,51.9,2.8,1,1,1,0,2.0,False,0,1,1
853,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.5,,1,0,0,0,2.0,False,0,0,0
855,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,27.8,6.9,1,0,0,0,1.0,False,0,0,0
858,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.6,6.5,1,0,1,0,2.0,False,1,1,1
859,0,Working,Higher education,Separated,House / apartment,35.4,11.8,1,0,1,0,1.0,False,0,0,0
861,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.5,2.5,1,0,0,0,2.0,False,0,1,1
862,0,Pensioner,Higher education,Civil marriage,House / apartment,51.2,,1,0,0,0,2.0,False,1,0,1
863,1,Working,Secondary / secondary special,Married,House / apartment,37.3,3.1,1,0,0,0,3.0,False,1,1,1
866,1,State servant,Higher education,Married,House / apartment,35.0,6.2,1,0,1,0,3.0,False,1,1,1
869,0,Working,Higher education,Single / not married,House / apartment,27.2,1.9,1,0,0,0,1.0,False,1,1,0
870,2,Working,Higher education,Civil marriage,House / apartment,29.8,0.3,1,0,0,0,4.0,False,0,0,1
871,1,Working,Higher education,Civil marriage,House / apartment,29.1,6.5,1,0,0,0,3.0,False,0,0,1
873,1,Commercial associate,Higher education,Married,House / apartment,34.1,4.0,1,0,0,0,3.0,False,0,0,1
874,0,Pensioner,Higher education,Married,House / apartment,62.3,,1,0,0,0,2.0,False,0,0,1
882,0,Working,Secondary / secondary special,Married,House / apartment,50.6,18.6,1,0,0,0,2.0,False,0,0,1
887,0,Working,Incomplete higher,Single / not married,Rented apartment,31.4,5.4,1,0,0,0,1.0,False,0,0,0
889,1,Working,Secondary / secondary special,Married,House / apartment,39.8,12.6,1,0,0,0,3.0,False,0,1,1
892,0,Working,Higher education,Single / not married,House / apartment,38.7,15.8,1,0,0,0,1.0,False,1,1,1
898,1,Working,Secondary / secondary special,Married,House / apartment,42.7,1.9,1,0,0,0,3.0,False,0,0,1
899,2,Pensioner,Secondary / secondary special,Married,House / apartment,60.5,,1,0,0,0,4.0,False,0,0,1
900,1,Commercial associate,Higher education,Married,House / apartment,32.6,0.5,1,0,0,1,3.0,False,0,1,1
902,0,Working,Secondary / secondary special,Married,House / apartment,46.3,0.7,1,0,0,0,2.0,False,1,0,1
904,0,State servant,Higher education,Married,House / apartment,48.7,10.4,1,0,0,0,2.0,False,0,0,1
911,3,Working,Higher education,Married,House / apartment,41.6,1.6,1,0,0,0,5.0,False,1,1,1
915,0,Working,Secondary / secondary special,Married,Municipal apartment,31.4,2.9,1,1,1,0,2.0,False,0,0,0
916,0,Working,Secondary / secondary special,Married,House / apartment,54.7,18.1,1,0,0,0,2.0,False,1,1,0
922,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.6,20.6,1,0,0,0,2.0,False,1,0,1
925,0,Working,Higher education,Married,House / apartment,60.5,1.6,1,0,0,1,2.0,False,0,0,1
930,1,Working,Higher education,Married,House / apartment,30.2,2.1,1,0,0,0,3.0,False,0,0,1
933,1,Working,Higher education,Married,House / apartment,30.2,2.1,1,0,0,0,3.0,True,0,0,1
937,0,Pensioner,Incomplete higher,Widow,House / apartment,59.9,,1,0,0,0,1.0,False,0,0,1
943,0,Working,Secondary / secondary special,Married,House / apartment,55.0,10.9,1,1,1,0,2.0,False,0,0,1
949,0,Commercial associate,Higher education,Single / not married,House / apartment,51.8,6.8,1,0,0,0,1.0,False,0,0,1
950,1,State servant,Secondary / secondary special,Married,House / apartment,46.9,1.0,1,0,0,0,3.0,False,1,0,1
953,1,Working,Secondary / secondary special,Married,House / apartment,26.2,3.7,1,0,0,0,3.0,False,1,0,1
957,0,Working,Secondary / secondary special,Married,With parents,36.5,14.3,1,1,1,0,2.0,False,0,0,1
958,0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.7,7.5,1,0,0,0,2.0,False,0,0,1
959,0,Pensioner,Higher education,Married,House / apartment,57.9,,1,0,1,0,2.0,False,0,0,1
960,1,Working,Higher education,Civil marriage,House / apartment,31.5,2.0,1,0,0,0,3.0,False,0,1,0
963,0,Working,Secondary / secondary special,Married,House / apartment,32.6,6.8,1,0,1,1,2.0,False,0,0,1
971,1,Working,Secondary / secondary special,Married,Municipal apartment,43.2,5.1,1,0,0,0,3.0,False,0,0,1
972,1,Working,Secondary / secondary special,Married,House / apartment,41.4,7.8,1,0,0,0,3.0,False,0,0,1
973,4,Working,Secondary / secondary special,Married,House / apartment,38.8,1.1,1,0,0,0,6.0,False,1,1,1
974,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.4,,1,0,0,0,2.0,False,0,0,1
976,0,State servant,Secondary / secondary special,Married,House / apartment,49.7,27.7,1,0,1,0,2.0,False,0,0,1
979,0,Working,Higher education,Married,House / apartment,52.8,13.3,1,0,0,1,2.0,False,0,0,0
984,0,Pensioner,Higher education,Widow,House / apartment,60.9,,1,0,0,0,1.0,False,0,0,1
985,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.8,,1,0,0,0,2.0,False,1,0,1
986,1,Working,Higher education,Married,House / apartment,25.5,4.6,1,0,0,0,3.0,False,0,1,0
989,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.2,4.3,1,0,0,0,2.0,False,0,0,1
995,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,32.5,1.2,1,0,0,0,2.0,False,1,1,1
996,0,Working,Secondary / secondary special,Married,House / apartment,49.8,1.6,1,0,0,0,2.0,False,1,0,1
997,0,Working,Incomplete higher,Married,House / apartment,27.1,0.3,1,1,1,0,2.0,False,1,1,1
998,2,Working,Higher education,Married,House / apartment,34.0,13.4,1,0,1,1,4.0,False,0,0,1
1000,0,State servant,Incomplete higher,Married,House / apartment,26.8,4.6,1,0,0,0,2.0,False,1,0,0
1003,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.1,,1,0,0,0,2.0,False,0,0,1
1004,0,Pensioner,Higher education,Married,House / apartment,58.3,,1,0,1,0,2.0,False,0,1,1
1008,0,State servant,Higher education,Married,House / apartment,52.9,6.7,1,0,1,0,2.0,False,0,0,1
1010,1,Commercial associate,Secondary / secondary special,Married,Municipal apartment,46.3,4.2,1,0,0,0,3.0,False,1,1,1
1011,0,Working,Incomplete higher,Married,House / apartment,30.2,6.6,1,0,0,0,2.0,False,0,1,1
1012,3,Working,Higher education,Married,House / apartment,41.1,0.3,1,0,0,0,5.0,False,0,1,1
1013,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,,1,0,0,1,1.0,True,0,1,1
1015,0,Working,Higher education,Married,House / apartment,32.1,8.9,1,0,0,0,2.0,False,1,0,1
1019,0,Working,Higher education,Civil marriage,House / apartment,34.4,14.6,1,0,0,1,2.0,False,0,0,1
1022,1,Working,Secondary / secondary special,Married,House / apartment,36.2,3.8,1,0,0,0,3.0,False,1,1,1
1025,1,Working,Secondary / secondary special,Married,House / apartment,37.8,1.8,1,1,0,0,3.0,False,1,0,1
1035,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,51.4,10.0,1,0,0,0,1.0,False,1,0,1
1039,1,Working,Incomplete higher,Married,House / apartment,36.2,0.7,1,0,0,0,3.0,False,1,1,1
1040,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,50.7,5.8,1,0,1,1,2.0,False,0,0,1
1043,1,Working,Secondary / secondary special,Married,House / apartment,41.6,9.0,1,1,0,0,3.0,False,0,1,1
1048,2,Working,Lower secondary,Married,House / apartment,36.9,14.3,1,0,0,1,4.0,False,0,0,1
1050,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.7,8.2,1,0,1,0,2.0,False,0,1,1
1051,1,Working,Secondary / secondary special,Married,House / apartment,48.6,1.1,1,0,0,0,3.0,False,0,1,1
1056,1,Commercial associate,Secondary / secondary special,Married,House / apartment,46.5,3.8,1,0,0,1,3.0,False,0,1,1
1058,0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.1,,1,0,0,0,1.0,False,0,0,1
1059,1,Working,Secondary / secondary special,Married,House / apartment,28.5,7.6,1,0,0,1,3.0,False,0,0,1
1067,0,Commercial associate,Secondary / secondary special,Married,With parents,46.5,2.2,1,0,0,0,2.0,False,0,0,0
1071,0,Commercial associate,Higher education,Civil marriage,House / apartment,39.8,4.2,1,0,0,0,2.0,False,0,0,1
1076,2,Working,Secondary / secondary special,Married,House / apartment,41.1,18.9,1,0,0,0,4.0,False,0,1,1
1079,0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.8,0.5,1,0,0,0,2.0,False,0,0,1
1084,0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.8,0.5,1,0,0,0,2.0,True,0,0,1
1085,1,Working,Secondary / secondary special,Married,House / apartment,31.4,4.6,1,0,1,1,3.0,False,0,1,1
1090,0,Working,Higher education,Married,House / apartment,47.6,12.8,1,0,0,0,2.0,False,0,0,1
1091,0,Working,Incomplete higher,Married,House / apartment,36.0,5.2,1,0,0,0,2.0,False,0,0,1
1092,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.8,,1,0,0,1,2.0,False,0,0,1
1097,1,Working,Secondary / secondary special,Civil marriage,With parents,27.9,0.8,1,0,0,0,3.0,False,0,0,1
1100,1,Working,Secondary / secondary special,Civil marriage,House / apartment,32.8,5.8,1,0,0,0,3.0,False,0,0,1
1101,1,State servant,Higher education,Widow,House / apartment,50.0,1.2,1,0,1,1,2.0,False,0,1,1
1111,2,Working,Secondary / secondary special,Married,House / apartment,37.1,7.0,1,0,0,0,4.0,False,1,0,1
1112,2,Working,Secondary / secondary special,Married,House / apartment,35.9,0.6,1,0,1,0,4.0,False,1,1,0
1116,0,Commercial associate,Higher education,Married,House / apartment,46.4,3.8,1,0,0,0,2.0,False,0,1,1
1120,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57.4,,1,0,0,0,2.0,False,0,0,1
1124,0,Working,Secondary / secondary special,Married,House / apartment,28.3,3.2,1,0,0,0,2.0,False,1,1,1
1125,1,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.1,,1,0,1,0,3.0,False,0,1,0
1127,0,Working,Higher education,Married,House / apartment,35.5,4.3,1,0,1,0,2.0,False,0,0,1
1129,0,Pensioner,Higher education,Married,House / apartment,60.9,,1,0,0,0,2.0,False,0,0,1
1136,0,Commercial associate,Higher education,Married,House / apartment,34.2,1.2,1,0,0,0,2.0,False,0,1,1
1141,0,Working,Secondary / secondary special,Single / not married,With parents,25.0,5.8,1,0,0,0,1.0,False,0,0,1
1143,0,Working,Higher education,Married,House / apartment,48.6,11.5,1,0,0,0,2.0,True,0,1,1
1144,1,Working,Secondary / secondary special,Married,House / apartment,32.1,3.3,1,0,0,0,3.0,False,0,0,0
1147,0,Pensioner,Secondary / secondary special,Married,House / apartment,55.6,,1,0,0,0,2.0,False,1,0,1
1148,1,Working,Secondary / secondary special,Married,House / apartment,30.6,11.5,1,0,0,0,3.0,False,1,1,1
1151,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.1,1.7,1,0,0,0,2.0,False,0,0,1
1152,0,Working,Secondary / secondary special,Single / not married,House / apartment,55.1,2.9,1,0,0,0,1.0,False,1,0,1
1153,0,Working,Secondary / secondary special,Single / not married,House / apartment,27.3,4.4,1,0,0,0,1.0,False,1,1,1
1156,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,1,0,1,0,2.0,False,1,0,1
1157,0,Working,Secondary / secondary special,Married,House / apartment,27.5,3.9,1,0,0,1,2.0,False,1,0,1
1160,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,32.1,4.8,1,0,0,1,2.0,False,0,1,0
1161,0,Working,Secondary / secondary special,Married,Office apartment,40.9,22.4,1,1,1,0,2.0,False,1,1,1
1163,0,Working,Higher education,Single / not married,House / apartment,35.1,11.8,1,0,0,0,1.0,False,1,0,1
1165,0,Working,Secondary / secondary special,Married,House / apartment,40.4,13.5,1,0,0,1,2.0,False,0,0,1
1169,0,Pensioner,Higher education,Married,House / apartment,55.2,,1,0,1,0,2.0,False,0,0,1
1172,0,Working,Secondary / secondary special,Married,House / apartment,53.3,3.3,1,1,0,0,2.0,False,0,0,1
1173,0,Working,Secondary / secondary special,Married,House / apartment,52.6,4.2,1,1,1,0,2.0,False,0,0,1
1178,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,1,0,1,0,1.0,False,0,0,1
1181,0,Working,Secondary / secondary special,Single / not married,Rented apartment,48.9,7.0,1,0,0,0,1.0,False,0,0,0
1183,1,Working,Secondary / secondary special,Single / not married,House / apartment,49.6,15.3,1,1,1,1,2.0,False,0,0,1
