,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
1193,0,56.7,,1,0,0,0,2.0,False,0,0,1
1196,0,53.6,5.5,1,0,0,0,1.0,False,0,0,1
1197,2,32.1,7.8,1,0,1,1,4.0,False,0,1,1
1202,1,33.0,7.7,1,0,0,0,3.0,False,0,0,0
1203,0,36.2,2.1,1,0,1,0,2.0,False,1,0,0
1204,0,54.5,0.3,1,0,0,0,1.0,False,0,0,0
1207,1,41.6,21.9,1,0,0,0,2.0,False,0,0,0
1212,1,54.2,18.8,1,0,0,0,3.0,False,0,1,1
1215,3,32.7,2.0,1,0,0,1,5.0,False,1,1,1
1216,0,52.8,6.9,1,1,0,0,2.0,False,1,1,0
1218,1,38.8,0.8,1,0,1,0,3.0,False,1,0,1
1224,0,52.5,9.2,1,1,1,0,2.0,False,1,0,1
1226,0,64.6,,1,0,0,0,1.0,False,0,0,1
1231,1,39.3,16.9,1,0,0,0,2.0,False,0,1,1
1236,0,41.7,22.9,1,0,0,1,2.0,False,0,0,1
1245,1,43.5,4.8,1,0,0,0,3.0,False,0,0,1
1246,0,64.8,,1,0,0,0,2.0,False,1,1,1
1252,0,57.9,38.7,1,0,0,0,1.0,False,0,0,0
1253,0,48.1,5.3,1,0,1,0,2.0,False,0,1,1
1254,0,29.6,0.8,1,0,0,1,1.0,False,1,1,0
1255,1,41.4,9.6,1,0,0,0,3.0,False,0,0,0
1261,0,52.2,9.1,1,0,0,0,1.0,False,0,0,1
1266,1,31.2,3.8,1,0,0,0,3.0,False,1,1,0
1267,0,58.9,4.6,1,0,0,1,2.0,False,1,1,1
1269,0,26.4,0.4,1,0,0,0,1.0,False,1,0,1
1271,1,56.7,22.0,1,0,0,0,2.0,False,0,0,1
1277,0,62.3,,1,0,1,0,1.0,False,0,0,1
1278,0,30.6,9.6,1,0,0,0,2.0,False,1,1,0
1283,0,48.0,11.3,1,0,1,0,2.0,False,0,1,1
1285,0,59.2,32.0,1,1,1,0,1.0,False,0,0,1
1286,0,23.9,0.3,1,1,0,0,2.0,False,1,1,1
1287,0,60.0,,1,0,1,0,2.0,False,0,0,1
1294,1,29.7,1.4,1,0,0,1,3.0,False,0,1,1
1297,0,52.6,3.3,1,1,1,0,2.0,False,0,0,1
1301,0,45.4,1.4,1,0,0,0,2.0,False,0,0,1
1302,0,58.7,,1,0,0,0,2.0,False,0,0,1
1306,0,43.6,11.9,1,0,1,0,2.0,False,0,0,1
1310,0,48.1,5.4,1,0,0,1,1.0,False,0,0,0
1312,1,23.8,2.9,1,0,0,1,3.0,False,1,1,1
1314,1,38.8,0.6,1,0,0,0,3.0,False,0,1,1
1315,0,47.4,9.6,1,0,0,0,2.0,False,1,1,1
1321,0,35.7,4.4,1,0,0,1,2.0,False,0,0,1
1323,0,46.4,8.3,1,1,1,0,2.0,False,0,0,1
1325,1,38.8,6.6,1,0,0,0,3.0,False,1,1,0
1329,1,45.8,6.1,1,0,0,1,3.0,False,0,0,1
1331,0,64.6,,1,0,0,0,1.0,False,0,0,1
1333,0,56.7,,1,0,1,0,1.0,False,0,0,1
1334,0,64.3,,1,0,0,0,2.0,False,0,0,1
1336,0,51.0,4.0,1,0,0,0,2.0,False,1,0,1
1338,0,32.8,5.6,1,0,0,1,1.0,False,0,0,1
1344,0,30.8,6.9,1,0,1,1,2.0,False,0,0,1
1347,1,35.8,3.7,1,0,0,0,3.0,False,0,0,1
1353,0,59.5,,1,0,0,0,2.0,False,1,1,1
1354,0,48.8,27.6,1,0,1,0,1.0,False,0,0,1
1360,1,36.8,0.3,1,1,1,1,3.0,False,0,0,1
1361,0,36.3,14.4,1,0,0,0,2.0,False,1,0,1
1364,0,32.9,4.6,1,0,0,1,2.0,False,1,1,1
1366,0,32.9,4.6,1,0,0,1,2.0,True,1,1,1
1368,0,33.2,6.3,1,1,1,1,2.0,False,1,1,0
1371,0,55.9,4.8,1,0,1,0,1.0,False,0,0,1
1373,1,30.6,3.9,1,0,0,1,3.0,False,0,0,1
1374,1,32.2,0.2,1,0,0,0,3.0,False,1,1,1
1377,0,49.2,5.2,1,1,1,0,1.0,False,1,0,1
1378,0,60.4,,1,0,1,0,1.0,False,0,0,1
1381,0,37.8,3.4,1,0,1,0,1.0,False,0,0,1
1383,0,27.0,5.8,1,1,0,0,1.0,False,1,1,1
1384,0,63.8,,1,0,0,0,2.0,False,1,0,1
1385,0,56.9,,1,0,1,0,2.0,False,0,0,1
1386,0,38.5,14.6,1,0,0,0,1.0,False,1,1,1
1389,0,64.1,7.2,1,0,0,0,2.0,False,1,0,1
1395,2,41.6,1.9,1,0,0,0,4.0,False,1,1,1
1398,3,41.8,4.6,1,0,0,0,5.0,False,1,1,0
1400,0,58.3,,1,0,0,0,2.0,False,0,0,1
1404,0,26.8,3.7,1,0,0,1,2.0,False,0,0,1
1408,1,29.6,8.7,1,0,0,0,2.0,False,0,0,0
1419,2,37.9,1.0,1,0,1,0,4.0,False,0,0,1
1421,0,62.9,,1,0,0,0,2.0,False,0,1,1
1424,1,36.0,3.5,1,0,0,0,2.0,False,1,1,1
1427,0,33.9,0.5,1,0,0,0,1.0,False,0,0,0
1428,0,32.9,4.1,1,0,0,0,1.0,False,0,1,1
1440,1,32.6,2.0,1,0,0,1,3.0,False,0,0,1
1442,0,47.3,4.4,1,0,0,0,2.0,False,1,1,1
1451,0,34.2,2.7,1,0,0,0,1.0,False,1,0,1
1457,0,51.8,23.7,1,0,0,0,2.0,False,0,0,1
1460,0,45.5,15.9,1,0,0,0,1.0,False,0,1,1
1462,2,38.6,9.9,1,0,0,0,4.0,False,0,1,1
1468,1,44.7,2.4,1,0,0,0,2.0,False,1,1,1
1477,0,52.9,3.8,1,0,0,1,2.0,False,0,0,1
1478,1,29.5,6.0,1,0,0,1,3.0,False,0,0,1
1484,0,43.2,7.6,1,0,0,0,2.0,False,1,0,0
1488,0,33.4,7.1,1,0,1,0,1.0,False,0,0,1
1495,2,34.6,3.2,1,0,0,0,4.0,False,1,1,1
1497,1,31.9,0.7,1,1,1,0,3.0,False,1,0,0
1498,0,38.6,3.7,1,0,1,1,1.0,False,0,1,0
1503,0,50.1,1.4,1,1,0,0,2.0,False,1,1,1
1507,0,41.2,0.6,1,0,0,1,1.0,False,0,0,0
1508,0,52.2,,1,0,0,0,2.0,False,1,0,1
1511,0,51.7,32.8,1,0,1,0,2.0,False,0,1,1
1519,0,66.6,,1,0,1,0,2.0,False,0,0,1
1520,0,63.0,31.8,1,1,1,0,1.0,False,0,0,1
1524,0,37.8,5.2,1,0,0,0,2.0,False,0,0,0
1525,0,65.2,,1,0,0,0,1.0,False,0,0,1
1526,0,31.3,6.7,1,0,0,0,2.0,False,1,1,0
1527,0,46.3,15.4,1,0,0,0,2.0,False,0,0,1
1528,0,57.1,,1,0,0,0,2.0,False,0,0,0
1532,0,58.0,,1,0,0,0,1.0,False,0,0,1
1535,0,51.2,13.7,1,0,0,0,2.0,False,1,0,1
1537,0,41.3,5.7,1,0,1,0,2.0,False,0,0,1
1539,0,57.4,,1,0,0,0,1.0,False,0,0,0
1540,3,35.8,12.4,1,1,1,0,5.0,False,0,0,1
1541,0,58.0,,1,0,0,0,2.0,False,0,0,1
1544,1,30.9,1.4,1,0,0,0,3.0,False,1,1,1
1546,0,46.0,7.3,1,0,0,0,1.0,False,0,0,1
1547,2,37.8,1.1,1,0,0,0,4.0,False,0,0,1
1548,0,64.0,,1,0,1,0,2.0,False,0,0,1
1553,1,32.1,13.7,1,0,0,0,2.0,False,0,1,0
1557,0,46.2,11.4,1,0,0,0,1.0,False,0,0,0
1560,0,59.9,,1,0,0,0,2.0,False,0,0,1
1561,1,41.5,4.7,1,1,0,0,3.0,False,1,1,1
1564,0,27.8,1.5,1,1,1,0,2.0,False,1,0,1
1569,0,66.2,,1,0,0,0,2.0,False,0,0,1
1570,0,51.6,28.0,1,0,0,0,2.0,False,0,0,1
1571,1,33.7,4.5,1,0,0,1,3.0,False,0,0,1
1572,0,57.9,,1,0,0,0,1.0,False,0,0,0
1576,1,31.2,4.2,1,0,0,0,3.0,False,1,0,1
1578,0,37.4,17.5,1,1,1,0,2.0,False,0,0,0
1581,0,59.7,,1,0,1,0,1.0,False,0,0,1
1582,0,64.0,,1,0,0,0,2.0,False,0,0,0
1583,1,41.3,5.7,1,0,1,0,3.0,False,0,0,1
1584,1,48.6,12.9,1,1,1,0,3.0,False,0,0,1
1587,0,58.3,,1,0,0,0,2.0,False,0,0,0
1588,0,47.2,7.4,1,0,1,0,2.0,False,1,1,1
1591,1,31.6,4.5,1,0,1,1,3.0,False,0,1,1
1592,2,43.3,5.3,1,0,0,0,4.0,False,1,1,1
1593,1,39.6,0.6,1,0,0,0,3.0,False,0,0,0
1596,0,45.8,6.2,1,0,0,0,2.0,False,1,1,1
1598,0,56.8,,1,0,0,0,2.0,False,0,0,0
1599,0,67.5,,1,0,0,0,1.0,False,0,0,1
1601,0,30.7,3.5,1,1,0,0,1.0,False,0,1,1
1602,2,35.6,15.0,1,0,0,0,4.0,False,1,1,1
1609,0,53.6,,1,0,0,0,2.0,False,0,0,1
1611,0,56.0,6.6,1,0,0,0,1.0,False,1,0,1
1612,0,58.1,4.7,1,0,0,0,2.0,False,1,1,1
1616,0,24.5,2.8,1,0,0,0,2.0,False,1,0,1
1617,0,45.8,6.7,1,0,0,0,2.0,False,0,1,1
1619,0,42.8,8.9,1,0,0,0,2.0,False,0,0,1
1620,1,42.8,2.9,1,1,0,0,3.0,False,0,0,1
1622,1,32.6,9.7,1,0,0,1,3.0,False,0,1,1
1624,1,28.8,5.2,1,0,0,0,3.0,False,1,1,0
1632,2,33.7,11.8,1,0,0,0,4.0,True,1,1,1
1633,2,66.5,,1,0,0,0,4.0,False,1,0,1
1635,0,46.3,11.7,1,0,0,1,2.0,False,0,0,1
1637,0,50.2,5.1,1,0,0,0,2.0,False,1,1,1
1642,0,29.6,6.4,1,1,0,0,1.0,False,1,0,1
1648,0,59.2,,1,0,1,0,2.0,False,0,0,1
1649,2,46.6,3.1,1,1,0,0,4.0,False,0,0,1
1651,0,58.6,,1,0,1,0,2.0,False,0,0,1
1656,2,37.1,5.7,1,0,0,0,4.0,False,1,1,1
1657,0,59.4,3.4,1,0,0,0,1.0,False,0,0,1
1663,0,59.3,,1,0,0,0,2.0,False,0,0,1
1665,1,45.2,7.3,1,0,1,0,3.0,False,0,1,1
1671,3,39.0,10.7,1,0,0,0,5.0,False,1,0,1
1673,0,63.1,,1,0,1,0,2.0,False,0,0,1
1677,0,62.3,36.8,1,1,1,0,1.0,False,0,0,1
1682,0,56.3,1.8,1,0,0,0,2.0,False,0,0,1
1685,0,57.6,,1,0,0,0,1.0,False,0,1,1
1690,0,56.8,5.1,1,0,0,1,2.0,False,0,0,0
1692,1,43.6,12.1,1,1,1,0,3.0,False,0,0,1
1695,0,49.9,17.1,1,0,0,0,2.0,False,0,0,1
1696,0,56.4,17.1,1,1,1,1,2.0,False,1,1,1
1699,1,31.4,2.8,1,0,0,0,3.0,False,0,0,1
1700,1,46.1,12.7,1,0,0,0,2.0,False,0,0,0
1702,0,54.5,16.1,1,0,0,0,1.0,False,0,0,1
1705,1,43.9,2.6,1,0,1,0,3.0,False,1,1,1
1709,0,42.5,3.6,1,0,0,0,2.0,False,1,1,1
1711,0,38.1,2.5,1,0,0,0,1.0,True,0,0,1
1713,0,59.9,,1,0,0,0,2.0,False,0,0,1
1714,0,43.7,10.1,1,1,1,0,2.0,False,0,0,1
1716,0,59.5,6.7,1,0,0,0,2.0,False,1,1,1
1719,0,33.6,5.4,1,0,0,0,1.0,False,0,0,0
1720,0,48.7,27.3,1,0,0,0,1.0,False,0,0,1
1723,3,33.8,3.1,1,0,1,0,5.0,False,1,1,1
1724,0,61.7,,1,0,0,0,2.0,False,0,0,1
1726,0,39.4,17.4,1,0,0,0,1.0,False,1,0,0
1731,0,63.2,,1,0,0,0,2.0,False,1,0,1
1732,0,47.2,1.1,1,0,0,0,2.0,False,0,1,1
1733,0,55.7,4.7,1,0,0,0,2.0,False,0,0,1
1734,0,34.3,0.4,1,0,0,0,2.0,False,0,0,0
1736,0,48.2,0.6,1,0,0,0,2.0,False,1,1,1
1739,2,29.6,2.0,1,0,0,0,4.0,False,0,0,1
1742,2,37.8,8.9,1,0,1,0,4.0,False,0,0,0
1743,0,36.4,0.6,1,1,1,1,1.0,False,0,0,1
1747,1,33.6,6.1,1,1,0,0,3.0,False,1,0,1
1749,2,40.5,6.1,1,0,0,0,4.0,False,1,1,0
1750,2,40.5,6.1,1,0,0,0,4.0,True,1,1,0
1754,0,28.0,3.3,1,0,0,0,1.0,False,0,0,0
1757,2,39.0,2.8,1,1,1,0,4.0,False,1,0,1
1762,0,44.6,4.2,1,0,0,0,2.0,False,0,0,1
1764,0,32.1,5.0,1,0,0,0,2.0,False,0,1,1
1766,1,30.4,3.0,1,1,1,0,3.0,False,0,0,1
1767,0,56.6,11.1,1,0,1,0,2.0,False,1,1,1
1768,0,41.2,9.2,1,0,0,0,1.0,False,0,0,1
1770,0,33.4,12.9,1,1,1,0,2.0,False,0,0,1
1771,0,48.6,15.4,1,0,1,0,2.0,False,0,0,1
1778,0,60.5,,1,0,1,0,2.0,False,0,1,1
1780,1,28.1,0.6,1,0,1,0,3.0,False,1,1,0
1782,0,41.9,3.9,1,0,0,1,2.0,False,0,1,1
1783,0,52.0,2.1,1,1,1,0,2.0,False,0,0,1
1789,0,31.4,4.4,1,0,0,0,2.0,False,1,1,0
1791,0,63.0,,1,0,0,0,1.0,False,0,1,1
1797,0,60.5,,1,0,1,0,2.0,False,0,0,1
1798,0,67.8,,1,0,0,0,2.0,False,1,0,1
1799,0,36.0,3.8,1,0,0,0,2.0,False,1,1,0
1802,0,52.3,1.0,1,0,0,0,2.0,False,1,0,1
1803,1,38.2,14.9,1,0,0,0,2.0,False,0,0,1
1804,0,51.8,3.6,1,0,0,0,2.0,False,1,1,0
1805,1,46.6,2.2,1,1,1,0,3.0,False,0,1,1
1806,0,41.6,4.8,1,1,1,0,2.0,False,1,1,1
1807,0,39.7,7.0,1,0,0,0,2.0,False,0,1,1
1808,0,46.6,28.4,1,0,1,0,2.0,False,0,0,1
1809,0,52.0,4.0,1,0,1,0,2.0,False,0,0,1
1810,1,38.1,5.3,1,0,0,0,3.0,False,1,0,0
1811,0,54.2,3.0,1,0,1,0,2.0,False,0,1,0
1812,0,54.0,2.5,1,1,0,0,1.0,False,0,0,1
1813,1,47.4,9.5,1,0,1,0,3.0,False,0,0,1
1814,0,54.1,14.7,1,0,0,0,2.0,False,0,1,1
1816,0,49.8,7.6,1,0,1,0,2.0,False,0,0,1
1821,0,51.9,4.6,1,1,0,0,1.0,False,0,0,1
1824,0,63.0,,1,0,1,0,2.0,False,0,0,1
1827,0,58.5,,1,0,0,0,2.0,False,0,0,0
1829,0,47.0,0.2,1,1,1,0,1.0,False,0,0,1
1830,2,33.3,1.2,1,0,0,0,4.0,False,0,0,1
1832,1,50.2,,1,0,0,0,3.0,True,0,0,0
1834,0,62.1,,1,0,1,0,2.0,False,0,0,1
1840,1,44.3,7.8,1,0,0,0,3.0,False,1,1,0
1844,1,47.7,1.2,1,0,0,0,3.0,False,1,1,1
1849,0,32.7,5.2,1,0,0,0,2.0,False,0,0,1
1850,2,40.8,6.6,1,0,0,0,3.0,False,0,0,1
1853,1,24.8,6.6,1,0,0,0,3.0,False,1,1,1
1856,0,39.9,0.5,1,0,1,0,2.0,False,0,0,1
1857,1,41.0,14.2,1,0,0,0,3.0,False,1,1,1
1858,0,60.1,,1,0,0,0,2.0,False,0,0,1
1859,0,64.8,,1,0,0,0,2.0,False,1,1,1
1861,1,41.5,5.9,1,0,0,0,3.0,False,1,1,1
1867,0,57.9,7.8,1,0,0,0,2.0,False,1,0,1
1868,1,30.4,5.5,1,0,0,0,3.0,False,0,0,1
1869,0,29.7,7.4,1,0,0,0,2.0,False,1,1,1
1873,0,57.0,,1,0,0,0,2.0,False,0,1,1
1874,0,50.9,5.5,1,1,0,0,2.0,False,0,1,1
1876,0,64.7,,1,0,0,0,1.0,False,0,0,1
1879,2,40.0,1.1,1,0,0,0,4.0,False,0,0,1
1882,0,42.4,1.8,1,0,0,0,2.0,False,0,0,0
1883,1,35.4,8.0,1,0,0,0,3.0,False,0,1,1
1885,1,35.6,3.7,1,0,1,0,3.0,False,0,0,1
1889,3,30.1,7.9,1,0,0,0,5.0,False,0,0,0
1890,1,40.5,17.4,1,0,0,0,2.0,False,0,1,1
1891,0,39.2,11.3,1,0,0,0,2.0,False,1,1,1
1892,0,26.8,7.0,1,0,1,0,2.0,False,1,1,1
1893,0,43.8,2.3,1,0,0,0,2.0,False,0,0,1
1894,0,56.0,,1,0,0,0,1.0,False,0,1,1
1895,2,39.3,9.8,1,0,0,0,3.0,False,0,0,1
1897,0,51.7,,1,0,0,0,1.0,False,0,0,1
1901,0,32.8,14.3,1,1,0,0,1.0,False,0,1,0
1909,0,55.3,7.1,1,0,0,0,2.0,False,1,0,1
1910,0,60.4,4.2,1,1,1,0,2.0,False,0,0,1
1911,1,43.0,0.8,1,0,0,0,2.0,False,0,0,1
1914,0,31.2,2.8,1,1,1,0,2.0,False,0,1,0
1915,1,46.2,9.8,1,0,0,0,3.0,False,0,0,1
1916,0,47.2,1.2,1,0,0,0,1.0,False,0,0,1
1917,1,26.5,3.0,1,0,0,0,3.0,False,0,0,1
1920,3,36.6,5.4,1,0,0,0,5.0,False,1,1,1
1923,0,54.7,3.3,1,0,0,0,1.0,False,0,0,1
1925,0,60.4,,1,0,0,0,2.0,False,0,0,1
1933,0,42.7,9.6,1,0,0,0,2.0,False,0,0,1
1936,2,37.5,1.2,1,0,1,0,4.0,False,0,1,1
1938,0,44.6,7.4,1,1,1,0,1.0,False,0,0,1
1946,0,43.0,0.5,1,0,1,0,2.0,True,0,1,1
1947,0,43.0,0.5,1,0,1,0,2.0,False,0,1,1
1949,0,54.2,,1,0,1,0,2.0,False,0,0,1
1950,0,58.7,,1,0,1,0,2.0,False,0,0,1
1954,0,31.4,9.1,1,0,0,0,2.0,False,1,1,1
1956,0,62.7,,1,0,1,0,2.0,False,0,0,1
1958,0,31.5,1.6,1,0,0,0,1.0,False,1,0,1
1960,1,60.5,,1,0,0,0,3.0,False,0,0,1
1961,2,46.2,3.8,1,0,0,0,4.0,False,1,1,1
1964,0,42.5,3.3,1,1,1,0,2.0,False,1,1,1
1967,0,30.9,5.2,1,0,0,1,2.0,False,0,0,1
1969,0,47.5,11.6,1,0,0,0,2.0,False,0,0,1
1971,1,35.3,14.7,1,0,0,0,3.0,False,0,0,1
1972,0,64.1,,1,0,0,0,2.0,False,0,0,1
1974,0,47.7,26.2,1,0,0,0,2.0,False,0,0,1
1976,0,57.5,16.9,1,0,0,0,2.0,False,0,0,0
1977,0,28.8,0.8,1,0,0,0,2.0,False,1,1,0
1978,0,57.8,3.2,1,0,0,0,2.0,False,1,1,1
1980,0,45.6,4.5,1,0,0,0,2.0,False,1,1,1
1987,0,47.3,0.7,1,0,0,0,2.0,False,0,0,1
1989,0,56.7,12.4,1,0,0,0,2.0,False,1,1,0
1990,1,33.7,3.0,1,0,0,0,3.0,False,1,0,1
1991,2,27.4,4.8,1,0,0,0,4.0,False,0,0,1
1992,0,34.4,5.1,1,0,0,0,2.0,False,1,0,1
1993,0,37.0,3.5,1,0,0,0,2.0,False,0,0,0
1997,2,34.1,4.0,1,0,1,0,4.0,False,1,1,1
1998,1,41.3,8.6,1,0,0,0,3.0,False,0,0,1
2001,1,33.3,3.8,1,0,0,0,3.0,False,0,0,1
2002,0,40.6,5.7,1,0,0,0,1.0,False,1,1,1
2003,0,29.4,0.2,1,0,0,0,2.0,False,1,1,1
2005,0,65.4,,1,0,1,0,2.0,False,0,1,1
2008,0,65.4,,1,0,1,0,2.0,True,0,1,1
2012,0,54.9,9.6,1,0,0,0,2.0,False,0,0,0
2014,0,34.5,7.2,1,1,1,0,2.0,False,1,1,1
2019,0,57.1,,1,0,0,0,2.0,False,0,0,1
2020,1,57.7,,1,0,0,0,3.0,False,0,0,0
2021,2,27.9,6.3,1,0,0,0,4.0,False,0,0,1
2025,0,27.6,1.4,1,0,0,1,2.0,False,0,0,0
2026,1,33.8,1.2,1,0,0,0,3.0,False,0,1,1
2028,0,33.9,3.9,1,1,1,0,2.0,False,0,0,1
2030,0,55.6,28.1,1,0,0,0,1.0,False,0,0,1
2032,0,59.5,5.6,1,0,0,0,2.0,False,1,0,1
2034,1,28.5,7.5,1,1,1,0,3.0,False,1,0,1
2037,0,64.1,,1,0,0,0,2.0,False,0,0,1
2045,1,40.5,13.3,1,0,0,0,3.0,False,0,1,1
2049,0,57.4,,1,0,1,0,1.0,False,0,0,1
2052,0,63.4,,1,0,0,0,2.0,False,0,0,1
2054,0,63.2,,1,0,0,0,1.0,False,0,0,1
2059,0,38.5,10.4,1,1,0,0,2.0,False,1,0,1
2069,1,47.9,,1,0,0,0,3.0,False,0,1,1
2072,2,31.0,2.8,1,0,0,0,4.0,False,0,0,1
2073,0,32.1,5.9,1,0,1,1,1.0,False,0,0,0
2080,1,28.1,4.0,1,0,0,0,3.0,False,0,0,0
2084,2,33.8,3.3,1,0,0,0,4.0,False,0,1,1
2086,0,24.4,4.4,1,1,0,0,2.0,False,1,1,1
2089,0,60.2,,1,0,1,0,1.0,False,0,0,1
2092,0,63.8,,1,0,1,0,2.0,False,1,1,1
2098,2,31.5,11.0,1,0,0,0,3.0,False,1,0,1
2102,0,54.6,3.1,1,0,0,0,2.0,False,0,0,1
2106,0,28.0,4.7,1,0,0,0,2.0,False,0,1,1
2114,1,32.1,9.8,1,0,0,0,3.0,False,1,1,0
2115,0,46.5,3.9,1,1,1,0,1.0,False,0,0,1
2117,0,34.6,14.1,1,0,0,0,2.0,False,0,1,1
2119,0,39.5,12.5,1,1,1,0,2.0,False,0,0,1
2121,1,41.4,4.3,1,0,0,0,2.0,False,0,0,1
2125,2,39.3,4.8,1,0,0,0,4.0,False,0,0,1
2127,0,42.6,21.4,1,0,1,0,2.0,False,1,0,1
2131,1,27.7,0.2,1,0,1,0,2.0,False,0,0,1
2134,1,27.7,0.2,1,0,1,0,2.0,True,0,0,1
2136,0,36.7,0.5,1,0,0,0,2.0,False,1,1,0
2138,0,54.8,,1,0,1,0,1.0,False,0,0,1
2139,0,62.2,37.5,1,0,1,0,2.0,False,0,0,1
2140,0,37.2,13.4,1,0,0,0,1.0,False,1,1,1
2141,0,49.7,3.4,1,0,0,0,2.0,False,0,0,1
2142,0,30.4,0.9,1,0,0,0,2.0,False,1,0,0
2143,0,38.9,18.9,1,0,0,0,1.0,False,1,0,1
2144,0,44.8,23.7,1,0,0,0,2.0,False,0,0,1
2148,0,40.4,2.4,1,1,1,0,2.0,False,0,0,1
2149,1,31.9,1.1,1,0,0,0,3.0,False,0,0,1
2152,0,65.4,,1,0,0,0,2.0,False,0,0,1
2155,0,32.8,0.8,1,0,0,0,1.0,False,0,0,1
2156,1,42.2,4.4,1,0,0,0,2.0,False,1,0,0
2162,0,54.0,0.8,1,0,0,0,2.0,False,0,0,1
2163,1,33.9,6.1,1,1,1,0,3.0,False,0,0,0
2166,1,35.4,0.9,1,0,0,0,3.0,False,1,1,1
2168,0,34.3,14.1,1,0,0,0,2.0,False,1,0,0
2170,0,38.8,5.7,1,0,0,0,1.0,False,0,0,1
2172,3,40.0,2.4,1,0,0,0,5.0,False,0,1,1
2175,0,67.1,,1,0,1,0,2.0,False,0,1,1
2177,0,51.0,9.8,1,1,1,0,2.0,False,0,0,0
2178,0,63.8,0.4,1,0,0,0,1.0,False,0,1,1
2179,0,60.9,,1,0,1,0,1.0,False,0,0,1
2181,1,48.2,8.0,1,0,0,0,3.0,False,0,1,1
2182,0,29.7,1.1,1,0,1,0,1.0,False,0,0,1
2183,1,31.9,4.6,1,0,1,0,3.0,False,0,0,0
2184,1,27.3,1.2,1,0,0,0,2.0,False,0,0,0
2186,0,62.9,,1,0,1,0,2.0,False,1,1,0
2187,1,38.2,9.9,1,0,0,0,3.0,False,0,0,1
2189,0,43.4,1.2,1,0,0,0,2.0,False,1,0,1
2190,3,33.6,3.0,1,0,0,0,5.0,False,0,1,1
2192,0,47.8,7.3,1,1,1,0,1.0,False,0,0,0
2193,0,40.9,11.2,1,0,1,0,2.0,False,0,0,0
2194,0,41.1,5.0,1,1,0,0,2.0,False,0,0,0
2195,0,56.1,0.5,1,0,0,0,2.0,False,1,1,1
2196,1,39.0,19.2,1,1,1,0,3.0,False,0,0,0
2197,0,43.0,1.2,1,1,1,0,1.0,False,0,0,1
2198,0,50.0,15.8,1,0,1,0,2.0,False,0,0,1
2199,0,59.8,,1,0,1,0,2.0,True,0,0,1
2201,0,44.0,10.5,1,0,1,0,2.0,False,0,0,0
2202,0,37.5,4.0,1,0,1,0,2.0,False,1,1,0
2203,0,42.8,4.5,1,0,0,0,2.0,False,1,1,1
2204,1,25.0,0.5,1,0,0,0,3.0,False,0,1,0
2205,0,47.3,23.7,1,0,1,0,2.0,False,0,1,0
2206,0,43.8,14.8,1,1,0,0,1.0,False,1,0,0
2207,1,29.1,1.4,1,0,0,0,3.0,False,0,0,0
2208,0,29.6,4.1,1,1,0,0,2.0,False,0,0,0
2209,1,44.9,0.5,1,0,0,0,3.0,False,1,1,1
2210,0,40.0,2.8,1,0,0,0,2.0,False,1,1,1
2211,0,55.9,,1,0,1,0,2.0,False,0,1,1
2212,1,35.6,6.4,1,0,0,0,3.0,False,1,1,0
2213,1,43.7,22.9,1,1,0,0,3.0,False,0,0,0
2214,0,41.6,8.3,1,0,1,0,2.0,False,0,1,0
2215,0,44.6,15.9,1,1,1,0,2.0,False,0,0,1
2216,0,35.5,4.8,1,1,1,0,2.0,False,1,0,1
2217,0,35.4,4.9,1,0,0,0,2.0,False,1,0,0
2218,0,30.6,3.5,1,1,1,0,2.0,False,0,1,0
2219,0,27.0,2.2,1,0,0,0,1.0,False,1,0,0
2220,0,39.0,2.1,1,1,1,1,2.0,False,1,0,0
2222,0,49.9,0.6,1,0,0,0,2.0,False,1,1,0
2223,1,51.7,10.8,1,0,0,0,3.0,False,1,1,1
2224,0,49.8,30.7,1,0,0,0,1.0,False,0,0,1
2225,0,27.4,4.2,1,0,0,0,2.0,False,0,1,1
2226,0,38.6,12.9,1,1,1,0,1.0,False,0,0,0
2227,1,40.0,0.3,1,0,0,0,2.0,False,0,0,0
2228,0,34.7,6.8,1,0,0,1,2.0,False,0,1,0
2229,0,42.8,6.7,1,0,0,0,2.0,False,0,0,0
2230,0,37.5,0.7,1,1,0,0,2.0,False,1,1,0
2232,0,36.4,2.7,1,0,0,0,1.0,False,1,0,1
2233,1,27.7,3.2,1,0,0,0,3.0,False,0,1,1
2234,0,58.9,,1,0,0,0,2.0,False,0,0,1
2235,0,57.7,,1,0,0,0,1.0,False,0,0,1
2236,0,46.3,1.8,1,0,1,0,2.0,False,0,0,1
2237,0,54.8,,1,0,0,0,2.0,False,0,0,0
2239,0,51.1,15.4,1,0,1,0,2.0,False,0,1,0
2240,0,45.2,20.6,1,0,0,0,2.0,False,0,0,0
2241,0,25.8,6.1,1,0,1,0,2.0,False,0,0,0
2243,0,44.4,9.3,1,1,0,0,2.0,False,0,0,0
2244,0,63.8,,1,0,1,0,2.0,False,0,0,0
2245,0,40.9,3.5,1,1,1,0,2.0,False,0,1,0
2246,1,41.5,22.4,1,0,0,0,3.0,False,1,1,1
2247,0,64.0,,1,0,0,0,2.0,False,0,0,1
2248,0,33.8,3.1,1,0,0,0,2.0,False,1,1,1
2249,0,32.1,8.8,1,0,0,0,2.0,False,1,1,1
